BusinessName,LicenseNumber,LicenseType,ServiceStreet,ServiceStreet2,ServiceUnitType,ServiceUnit,ServiceCity,ServiceCounty,ServiceState,ServiceZip,ServiceCountry,IssuedDate,MailingStreet,MailingStreet2,MailingUnitType,MailingUnit,MailingCity,MailingCounty,MailingState,MailingZip,MailingCountry
OLDCASTLE BUILDINGENVELOPE INC,0904679,BOP,10245 E VIA LINDA STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852585316,USA,2018-01-23 00:00:00,5005 LYNDON B JOHNSON FWY STE 1050,,STE,1050,DALLAS,DALLAS,TX,752446100,USA
CORNWELL BUSINESS CENTER,0115359,TPS,7301 E EVANS RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852603101,USA,2015-12-10 00:00:00,14851 N SCOTTSDALE RD STE 203,,STE,203,SCOTTSDALE,MARICOPA,AZ,852542791,USA
CENTURY 21 ARIZONA FOOTHILLS,1022381,BOP,33765 N SCOTTSDALE RD STE 130,,STE,130,SCOTTSDALE,MARICOPA,AZ,852661576,USA,2018-08-27 00:00:00,3930 E CHANDLER BLVD STE 1,,STE,1,PHOENIX,MARICOPA,AZ,850480345,USA
KNIGHT-DAME LLC,1043524,TPS,20555 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852554100,USA,2016-01-29 00:00:00,20225 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852556456,USA
C AND J DENTAL,1084375,BOP,18261 N PIMA RD STE E130,,STE,E130,SCOTTSDALE,MARICOPA,AZ,852556234,USA,2017-02-02 00:00:00,,,,,,,,,
SUBWAY #51427,1123118,TPS,7325 E FRANK LLOYD WRIGHT BLVD STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852601009,USA,2016-01-21 00:00:00,2809 N 30TH ST  ,,,,PHOENIX,MARICOPA,AZ,850081119,USA
JP CUSTOM WOODWORKS INC,1090639,TPS,13008 W ROSE LN  ,,,,LITCHFIELD PARK,MARICOPA,AZ,853404105,USA,2016-01-06 00:00:00,7280 N GLEN HARBOR BLVD STE 103,,STE,103,GLENDALE,MARICOPA,AZ,853071814,USA
HIGH BROW WAXING AND SKIN,1119683,TPS,7146 E 1ST ST STE 7,,STE,7,SCOTTSDALE,MARICOPA,AZ,852515308,USA,2015-12-11 00:00:00,616 S HARDY DR UNIT 212,,UNIT,212,TEMPE,MARICOPA,AZ,852817805,USA
GOLDSTEIN DIAMOND INC,0865708,TPS,10830 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852545242,USA,2015-12-11 00:00:00,,,,,,,,,
HUGHES KITCHEN & BATH COLLECTI,1072283,TPS,8355 E BUTHERUS DR STE 7,,STE,7,SCOTTSDALE,MARICOPA,AZ,852602569,USA,2015-12-16 00:00:00,127 COULTER AVE  ,,,,ARDMORE,MONTGOMERY,PA,190032410,USA
TIM KLINE ROOFING LLC,1062073,TPS,11305 E ROSCOE AVE  ,,,,MESA,MARICOPA,AZ,852124126,USA,2015-12-02 00:00:00,,,,,,,,,
MICHAEL M JACKS & ASSOCIATES I,1057321,TPS,7725 E CAMINO DEL MONTE  ,,,,SCOTTSDALE,MARICOPA,AZ,852556148,USA,2015-12-03 00:00:00,,,,,,,,,
VIZION WEAR LLC,1099856,TPS,2200 N SCOTTSDALE RD STE F,,STE,F,SCOTTSDALE,MARICOPA,AZ,852572145,USA,2014-02-04 00:00:00,2129 E INDIAN SCHOOL RD  ,,,,PHOENIX,MARICOPA,AZ,850166129,USA
CUSTOM HOMES PLUS BY STEPHEN F,0926921,TPS,4708 E ROWEL RD  ,,,,PHOENIX,MARICOPA,AZ,850508599,USA,2015-12-22 00:00:00,4708 E ROWEL RD  ,,,,PHOENIX,,AZ,850508599,USA
ALLWEST ENERGY INC,1084207,TPS,111 N MAIN ST  ,,,,FLORENCE,,AZ,852320000,USA,2012-11-14 00:00:00,PO BOX 1576  ,,,,FLORENCE,PINAL,AZ,852321576,USA
MARSHALL RESOURCES,1076941,TPS,8075 E MORGAN TRL STE 4,,STE,4,SCOTTSDALE,MARICOPA,AZ,852581213,USA,2015-12-23 00:00:00,,,,,,,,,
OMEGA STAR CONSTRUCTION,1074276,TPS,5218 W DESERT HILLS DR  ,,,,GLENDALE,MARICOPA,AZ,853041984,USA,2015-12-23 00:00:00,,,,,,,,,
PRECEDO CAPITAL GROUP LLC,1113591,BOP,7137 E RANCHO VISTA DR STE B01,,STE,B01,SCOTTSDALE,MARICOPA,AZ,852511779,USA,2018-01-08 00:00:00,,,,,,,,,
BETH SOLEM DESIGN LLC,1133957,BOP,10040 E HAPPY VALLEY RD UNIT 242,,UNIT,242,SCOTTSDALE,MARICOPA,AZ,852552370,USA,2018-02-08 00:00:00,,,,,,,,,
SENTINEL LABORATORY LLC,1099837,BOP,9787 N 91ST ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852585088,USA,2016-12-30 00:00:00,,,,,,,,,
POKE BAR,1131417,TPS,10701 N SCOTTSDALE RD STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852546720,USA,2016-11-04 00:00:00,9850 N 73RD ST UNIT 2009,,UNIT,2009,SCOTTSDALE,MARICOPA,AZ,852581031,USA
THE LUNCH BAG,1071771,TPS,8989 E VIA LINDA STE 116,,STE,116,SCOTTSDALE,MARICOPA,AZ,852585408,USA,2015-12-18 00:00:00,,,,,,,,,
HOW SUITE IT IS,0917807,TPS,10657 E FIRETHORN DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852558592,USA,2007-12-04 00:00:00,,,,,,,,,
MENDIL + MEYER DESIGN STUDIO,1134344,BOP,15035 N 73RD ST BLDG B,,BLDG,B,SCOTTSDALE,MARICOPA,AZ,852602468,USA,2018-05-03 00:00:00,15035 N 73RD ST BLDG B,,BLDG,B,SCOTTSDALE,MARICOPA,AZ,852602468,USA
STYR LABS INC,1129245,TPS,16416 N 92ND ST STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852603071,USA,2016-08-12 00:00:00,7135 E CAMELBACK RD STE 202,,STE,202,SCOTTSDALE,MARICOPA,AZ,852511290,USA
CROWN CUSTOM MILLWORK LLC,1101406,TPS,2740 W DEER VALLEY RD  ,,,,PHOENIX,MARICOPA,AZ,850272304,USA,2015-12-30 00:00:00,,,,,,,,,
SCOTTSDALE PROFESSIONAL OFFICE,1112113,TPS,2925 N 67TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852516001,USA,2015-11-21 00:00:00,4735 E ARROYO VERDE DR  ,,,,PARADISE VALLEY,MARICOPA,AZ,852534045,USA
NATUROPATHIC PHYSICIANS GROUP,1022629,TPS,9200 E RAINTREE DR STE 150,,STE,150,SCOTTSDALE,MARICOPA,AZ,852607305,USA,2015-11-21 00:00:00,,,,,,,,,
CLIMATE PRO LLC,1066742,TPS,375 E ELLIOT RD STE 6,,STE,6,CHANDLER,MARICOPA,AZ,852251122,USA,2016-01-04 00:00:00,,,,,,,,,
DESIGNS BY MARINA,1077179,TPS,7060 E 5TH AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852513216,USA,2016-01-26 00:00:00,,,,,,,,,
RAINTREE CORPORATE CENTER,1126951,TPS,8800 E RAINTREE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852603957,USA,2016-12-01 00:00:00,2575 E CAMELBACK RD STE 500,,STE,500,PHOENIX,MARICOPA,AZ,850169251,USA
ALAMOUT LLC,1106059,TPS,8144 E CACTUS RD STE 810,,STE,810,SCOTTSDALE,MARICOPA,AZ,852605266,USA,2016-02-19 00:00:00,PO BOX 15306  ,,,,SCOTTSDALE,MARICOPA,AZ,852675306,USA
YAM SPECIAL HOLDINGS INC,1132510,BOP,15475 N 84TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601827,USA,2018-07-03 00:00:00,,,,,,,,,
COLDWELL BANKER,0877105,BOP,23341 N PIMA RD STE 135,,STE,135,SCOTTSDALE,MARICOPA,AZ,852558384,USA,2017-12-26 00:00:00,175 PARK AVE  ,,,,MADISON,MORRIS,NJ,079401123,USA
PRO SPORTS PERFORMANCE & REHAB,1079165,BOP,8630 E VIA DE VENTURA STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852583326,USA,2017-12-05 00:00:00,,,,,,,,,
SACHIKO CLEMANS,0924754,TPS,8348 E ORANGE BLOSSOM LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852507318,USA,2006-11-23 00:00:00,8438 E ORANGE BLOSSOM LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852507425,USA
SAMUEL ZANDS,1020199,TPS,4354 N 82ND ST UNIT 261,,UNIT,261,SCOTTSDALE,MARICOPA,AZ,852512758,USA,2007-12-10 00:00:00,6334 LOURDES TER  ,,,,SAN DIEGO,SAN DIEGO,CA,921203011,USA
SCOTTSDALE RIDGE MEDISPA,1134963,BOP,7344 E DEER VALLEY RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852557456,USA,2018-10-18 00:00:00,,,,,,,,,
GREAT CLIPS INC,1041213,TPS,7700 FRANCE AVE S STE 425,,STE,425,MINNEAPOLIS,HENNEPIN,MN,554355868,USA,2015-12-09 00:00:00,4400 W 78TH ST STE 700,,STE,700,MINNEAPOLIS,HENNEPIN,MN,554355444,USA
SCA ARIZONA LLC,1116572,TPS,5995 N 78TH ST UNIT 2106,,UNIT,2106,SCOTTSDALE,MARICOPA,AZ,852506124,USA,2015-11-21 00:00:00,3337 N MILLER RD STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852516436,USA
INSIGHT LAND & INVESTMENTS LLC,1071568,BOP,7400 E MCDONALD DR STE 121,,STE,121,SCOTTSDALE,MARICOPA,AZ,852506099,USA,2017-12-18 00:00:00,,,,,,,,,
DE MITIERRA RESTAURANT,1125154,TPS,1617 N GRANITE REEF RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852573035,USA,2016-03-16 00:00:00,,,,,,,,,
VALLEY  SLEEP CENTER,1060573,BOP,9767 N 91ST ST STE 104,,STE,104,SCOTTSDALE,MARICOPA,AZ,852585086,USA,2017-12-12 00:00:00,PO BOX 30388  ,,,,MESA,MARICOPA,AZ,852750388,USA
LASH OUT LLC,1112136,BOP,3920 N MILLER RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852514564,USA,2018-01-05 00:00:00,16515 S 40TH ST STE 105,,STE,105,PHOENIX,MARICOPA,AZ,850480559,USA
FOOTHILLS PLASTIC SURGERY PC,0910289,BOP,8589 E BELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601302,USA,2018-02-01 00:00:00,,,,,,,,,
PREFERRED CHOICE RESTORATION L,1108402,TPS,2942 N GREENFIELD RD STE 111,,STE,111,MESA,MARICOPA,AZ,852152428,USA,2015-01-08 00:00:00,4460 E MAIN ST STE 104,,STE,104,MESA,MARICOPA,AZ,852057917,USA
BAY CITY ELECTRIC WORKS,1094621,TPS,13625 DANIELSON ST  ,,,,POWAY,SAN DIEGO,CA,920646829,USA,2016-01-19 00:00:00,PO BOX 32993  ,,,,PHOENIX,MARICOPA,AZ,850642993,USA
VERTEX GROUP LLC,1126108,TPS,1817 W 1ST AVE STE 136-137,,STE,136-137,MESA,MARICOPA,AZ,852021145,USA,2016-04-18 00:00:00,657 W 1ST PL  ,,,,MESA,MARICOPA,AZ,852016402,USA
ARDAN LLC,1124525,TPS,2225 W MOUNTAIN VIEW RD STE 1,,STE,1,PHOENIX,MARICOPA,AZ,850211811,USA,2016-03-01 00:00:00,,,,,,,,,
ARIZONA WEST BUILDERS AND COMM,1123262,TPS,7515 S ATWOOD  ,,,,MESA,MARICOPA,AZ,852125528,USA,2016-01-25 00:00:00,2779 E WALNUT RD  ,,,,GILBERT,MARICOPA,AZ,852988469,USA
ALLIED ACOUSTICS INC,0014197,TPS,1714 W BUCHANAN ST  ,,,,PHOENIX,MARICOPA,AZ,850073396,USA,2015-12-09 00:00:00,1730 W BUCHANAN ST  ,,,,PHOENIX,MARICOPA,AZ,850073334,USA
EKSTROM,1117603,TPS,10870 E YUCCA ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852596935,USA,2015-12-23 00:00:00,15825 S 46TH ST STE 128,,STE,128,PHOENIX,MARICOPA,AZ,850480445,USA
O'BRIEN REALTY LLC,1047047,TPS,9380 E BAHIA DR STE A202,,STE,A202,SCOTTSDALE,MARICOPA,AZ,852601534,USA,2016-01-22 00:00:00,16396 N 109TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852559090,USA
ZAMAN'S GIFTS,0884637,TPS,3954 N BROWN AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852514437,USA,2015-12-21 00:00:00,,,,,,,,,
VILOCITY INTERACTIVE INC,1017763,BOP,9927 E BELL RD STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852602411,USA,2017-12-14 00:00:00,,,,,,,,,
BAKER WEST INC,0936022,TPS,900 N GARVER RD  ,,,,MONROE,BUTLER,OH,450501241,USA,2015-12-16 00:00:00,,,,,,,,,
SONORAN AVIATION,1120982,BOP,15953 N GREENWAY HAYDEN LOOP STE D,,STE,D,SCOTTSDALE,MARICOPA,AZ,852601765,USA,2017-12-19 00:00:00,,,,,,,,,
IDT LANDSCAPING,1015877,TPS,1876 E 3RD ST  ,,,,TEMPE,MARICOPA,AZ,852812944,USA,2016-01-07 00:00:00,,,,,,,,,
WHITE HAWK GALLERY,0128270,TPS,7114 E 5TH AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852513208,USA,2015-12-28 00:00:00,,,,,,,,,
9393 VENTURES LLC,1072902,TPS,9393 E BELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601500,USA,2016-01-04 00:00:00,9393 E BELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852601500,USA
BEAUTY BY ALICIA,1128119,TPS,3002 N 67TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852516000,USA,2016-07-05 00:00:00,5121 N 40TH ST APT B311,,APT,B311,PHOENIX,MARICOPA,AZ,850182182,USA
MCDONALDS #34203,1093997,TPS,18241 N PIMA RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852555695,USA,2015-11-21 00:00:00,23224 N 95TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852554363,USA
INTERITY PRIMO LLC,1120756,BOP,6900 E 2ND ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852515305,USA,2018-01-03 00:00:00,PO BOX 28172  ,,,,SCOTTSDALE,MARICOPA,AZ,852550152,USA
MYSWING GOLF INC,1118242,TPS,16411 N 90TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852601574,USA,2015-12-23 00:00:00,,,,,,,,,
WELLS FARGO BANK NA,0918478,TPS,23405 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852553461,USA,2015-11-21 00:00:00,1250 MONTEGO  ,,,,WALNUT CREEK,CONTRA COSTA,CA,945982820,USA
LEIGHTON AGENCY INC,1011108,BOP,10049 E DYNAMITE BLVD STE 125,,STE,125,SCOTTSDALE,MARICOPA,AZ,852623694,USA,2017-12-05 00:00:00,,,,,,,,,
AIRPARK NUTRITION AND TRUHIT F,1112448,TPS,14305 N 79TH ST STE H,,STE,H,SCOTTSDALE,MARICOPA,AZ,852602960,USA,2015-12-22 00:00:00,12834 N WINDROSE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852604538,USA
SOUTHWEST DESERT IMMIGRATION,1089679,BOP,7150 E CAMELBACK RD STE 444,,STE,444,SCOTTSDALE,MARICOPA,AZ,852511257,USA,2018-01-18 00:00:00,3491 N ARIZONA AVE UNIT 181,,UNIT,181,CHANDLER,MARICOPA,AZ,852251151,USA
IVEDA SOLUTIONS,1058760,TPS,1201 S ALMA SCHOOL RD STE 8500,,STE,8500,MESA,MARICOPA,AZ,852101163,USA,2016-03-24 00:00:00,460 S GREENFIELD RD STE 5,,STE,5,MESA,MARICOPA,AZ,852062062,USA
SHEA SCOTTSDALE PLAZA,1086711,TPS,7337 E SHEA BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852606465,USA,2015-12-09 00:00:00,14861 N SCOTTSDALE RD STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852542788,USA
BELIMED INC,1107884,TPS,2325 CHARLESTON REGIONAL PKWY  ,,,,CHARLESTON,BERKELEY,SC,294928320,USA,2016-03-22 00:00:00,,,,,,,,,
NEWGAARD MECHANICAL INC,1040294,TPS,1 N ROOSEVELT AVE  ,,,,CHANDLER,MARICOPA,AZ,852263474,USA,2015-12-16 00:00:00,,,,,,,,,
SHIFTWISE INC,1112863,TPS,12400 HIGH BLUFF DR STE 100,,STE,100,SAN DIEGO,SAN DIEGO,CA,921303077,USA,2015-12-09 00:00:00,,,,,,,,,
SKYLINK SECURITY,0880610,TPS,1334 E CHANDLER BLVD STE 5,,STE,5,PHOENIX,MARICOPA,AZ,850486268,USA,2016-01-29 00:00:00,,,,,,,,,
PINTO & STEWART PC,0935488,BOP,9841 E BELL RD STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852602358,USA,2017-12-21 00:00:00,,,,,,,,,
GUARDIAN PROTECTION SERVICES I,1012673,TPS,174 THORN HILL RD  ,,,,WARRENDALE,ALLEGHENY,PA,150867528,USA,2015-12-21 00:00:00,,,,,,,,,
THOMAS TILE & STONE LLC,1077347,TPS,8719 E MALCOMB DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852505739,USA,2015-12-09 00:00:00,8485 E MCDONALD DR UNIT 258,,UNIT,258,SCOTTSDALE,MARICOPA,AZ,852506335,USA
MIRA BELLA BUILDERS LLC,1099934,TPS,9299 W OLIVE AVE STE 802,,STE,802,PEORIA,MARICOPA,AZ,853458387,USA,2016-04-12 00:00:00,8765 W KELTON LN STE 140,,STE,140,PEORIA,MARICOPA,AZ,853825010,USA
COMPASS GROUP NA EUREST DINING,1069561,BOP,8585 E HARTFORD DR STE 110,,STE,110,SCOTTSDALE,MARICOPA,AZ,852555472,USA,2018-02-06 00:00:00,2400 YORKMONT RD  ,,,,CHARLOTTE,MECKLENBURG,NC,282174511,USA
AERO AUTOMATIC SPRINKLER COMPA,1021455,TPS,21605 N CENTRAL AVE  ,,,,PHOENIX,MARICOPA,AZ,850245103,USA,2015-12-08 00:00:00,,,,,,,,,
BRAKE MASTERS,0935238,TPS,1901 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852572118,USA,2015-12-11 00:00:00,,,,,,,,,
CHICO VENTURES IV LLC,1091263,TPS,21000 N PIMA RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852556698,USA,2015-12-23 00:00:00,143 DORADO BCH E  ,,,,DORADO,DORADO,PR,006462202,USA
CESAR MAZIER LANDSCAPING & CON,1089308,TPS,2405 S 18TH PL  ,,,,PHOENIX,MARICOPA,AZ,850346710,USA,2016-01-29 00:00:00,,,,,,,,,
DOUBLETREE PARADISE VALLEY OFF,1134431,BOP,5225 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852507005,USA,2018-05-31 00:00:00,1140 RESERVOIR AVE  ,,,,CRANSTON,PROVIDENCE,RI,029206054,USA
CORRAL MECHANICAL & SHEETMETAL,1075953,TPS,34319 W SIESTA AVE  ,,,,STANFIELD,PINAL,AZ,851729675,USA,2016-01-06 00:00:00,,,,,,,,,
WELLS FARGO BANK NA,1051844,BOP,11275 E VIA LINDA  ,,,,SCOTTSDALE,MARICOPA,AZ,852594073,USA,2018-10-16 00:00:00,1500 BROADWAY  ,,,,LUBBOCK,LUBBOCK,TX,794013117,USA
THE BREAKFAST CLUB & BARRISTA,0908410,TPS,4400 N SCOTTSDALE RD STE 250,,STE,250,SCOTTSDALE,MARICOPA,AZ,852513331,USA,2015-12-23 00:00:00,,,,,,,,,
BLACK MOUNTAIN PAVING INC,0118024,TPS,4410 E PINNACLE VISTA DR  ,,,,CAVE CREEK,,AZ,853310000,USA,2015-12-16 00:00:00,,,,,,,,,
MONARCH INTERIORS LLC,1039728,TPS,8156 E DEL BARQUERO DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852582328,USA,2016-01-27 00:00:00,1600 SANTANELLA TER  ,,,,CORONA DEL MAR,ORANGE,CA,926251747,USA
P S ELECTRIC INC,1095705,TPS,6301 BAJA CIR  ,,,,PRESCOTT VALLEY,YAVAPAI,AZ,863141829,USA,2015-12-30 00:00:00,,,,,,,,,
HELLO LASER LLC,1118690,TPS,9301 E SHEA BLVD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852606734,USA,2015-12-09 00:00:00,2855 W RAY RD STE 7,,STE,7,CHANDLER,MARICOPA,AZ,852243500,USA
MOUNTAIN VIEW CHIROPRACTIC,1074949,TPS,5001 N GRANITE REEF RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852507449,USA,2015-12-24 00:00:00,,,,,,,,,
ABSOLUTE SECURITY SYSTEMS,0853736,TPS,13264 N 47TH PL  ,,,,PHOENIX,MARICOPA,AZ,850326454,USA,2015-12-31 00:00:00,PO BOX 55890  ,,,,PHOENIX,MARICOPA,AZ,850785890,USA
STONEHENGE MANAGEMENT,1024061,TPS,16039 N 82ND ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601800,USA,2015-12-08 00:00:00,8711 E PINNACLE PEAK RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852553517,USA
CUNA MUTUAL INSURANCE AGENCY,0925435,TPS,5910 MINERAL POINT RD  ,,,,MADISON,DANE,WI,537054456,USA,2015-11-21 00:00:00,5910 MINERAL POINT RD  ,,,,MADISON,DANE,WI,537054456,USA
SATURN ENTERPRISES INC,1093592,TPS,2340 N WASHTENAW AVE  ,,,,CHICAGO,COOK,IL,606473052,USA,2015-12-18 00:00:00,,,,,,,,,
MILLER PHYSICAL THERAPY,0081496,BOP,11111 N SCOTTSDALE RD STE 125,,STE,125,SCOTTSDALE,MARICOPA,AZ,852546731,USA,2017-12-15 00:00:00,,,,,,,,,
THE SALVAGE CO,1085292,TPS,6512 S KENWOOD LN  ,,,,TEMPE,MARICOPA,AZ,852833245,USA,2016-04-22 00:00:00,6512 S KENWOOD LN  ,,,,TEMPE,MARICOPA,AZ,852833245,USA
NANCY PETRENKA INTERIORS LLC,1039236,TPS,2237 S CATARINA CIR  ,,,,MESA,MARICOPA,AZ,852026400,USA,2015-12-22 00:00:00,7904 E CHAPARRAL RD STE A110-609,,STE,A110-609,SCOTTSDALE,MARICOPA,AZ,852507210,USA
GLEN AND HELEN ENG,0908901,TPS,7500 E DEER VALLEY RD UNIT 123,,UNIT,123,SCOTTSDALE,MARICOPA,AZ,852554867,USA,2007-12-17 00:00:00,16150 N ARROWHEAD FOUNTAINS DR STE 100,,STE,100,PEORIA,MARICOPA,AZ,853820000,USA
K HOVNANIAN AT SILVERSTONE,1134059,BOP,23380 N 73RD WAY  ,,,,SCOTTSDALE,,AZ,852550000,USA,2018-03-02 00:00:00,20830 N TATUM BLVD STE 250,,STE,250,PHOENIX,MARICOPA,AZ,850507263,USA
PHOENIX CHILDREN'S - SCOTTSDAL,1078824,BOP,6990 E SHEA BLVD STE 104,,STE,104,SCOTTSDALE,MARICOPA,AZ,852546163,USA,2018-08-23 00:00:00,6990 E SHEA BLVD STE 104,,STE,104,SCOTTSDALE,MARICOPA,AZ,852546163,USA
FRIDAY I'M SASSY,1099303,TPS,2321 W CRIMSON TER  ,,,,PHOENIX,MARICOPA,AZ,850856037,USA,2015-12-17 00:00:00,,,,,,,,,
GARRISON GENERAL CONTRACTORS L,1129146,TPS,9110 W INTERSTATE 10 STE 111,,STE,111,SAN ANTONIO,BEXAR,TX,782303106,USA,2016-08-11 00:00:00,,,,,,,,,
VEDALO LLC,1120913,TPS,15887 N 76TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601696,USA,2015-12-03 00:00:00,,,,,,,,,
BARSKI LAW PLC,1116005,BOP,8700 E VIA DE VENTURA STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852584515,USA,2017-12-01 00:00:00,,,,,,,,,
VF IMAGEWEAR INC,0871448,TPS,545 MARRIOTT DR STE 200,,STE,200,NASHVILLE,DAVIDSON,TN,372145077,USA,2015-12-08 00:00:00,PO BOX 21647  ,,,,GREENSBORO,GUILFORD,NC,274201647,USA
EKR CONSTRUCTION LLC,1116558,TPS,9131 W HATFIELD RD  ,,,,PEORIA,MARICOPA,AZ,853831250,USA,2015-12-16 00:00:00,9131 W HATFIELD RD  ,,,,PEORIA,MARICOPA,AZ,853831250,USA
KAX GROUP LLC,0925107,BOP,8530 E VIA DEL SOL  ,,,,SCOTTSDALE,MARICOPA,AZ,852555248,USA,2018-01-03 00:00:00,,,,,,,,,
NEW ERA RECRUITING WEST,1025871,BOP,8700 E VISTA BONITA STE 280,,STE,280,SCOTTSDALE,MARICOPA,AZ,852553206,USA,2017-12-12 00:00:00,70 BLANCHARD RD STE 102,,STE,102,BURLINGTON,MIDDLESEX,MA,018035100,USA
PERSONAL GOURMET LLC,0924869,TPS,9170 E BAHIA DR STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852601529,USA,2016-09-02 00:00:00,,,,,,,,,
KNOCHEL BROS INC,0106220,TPS,1441 E ALAMEDA DR  ,,,,PHOENIX,MARICOPA,AZ,850244305,USA,2015-12-08 00:00:00,,,,,,,,,
SCRAMBLE A BREAKFAST JOINT,1098619,TPS,6590 N SCOTTSDALE RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852534481,USA,2015-11-25 00:00:00,,,,,,,,,
GREENSCAPES LANDCARE INC,0916969,TPS,4944 W PORT AU PRINCE LN  ,,,,GLENDALE,MARICOPA,AZ,853063530,USA,2016-01-04 00:00:00,PO BOX 10305  ,,,,GLENDALE,MARICOPA,AZ,853180305,USA
ZAYO GROUP LLC,1068719,TPS,400 CENTENNIAL PKWY STE 200,,STE,200,LOUISVILLE,BOULDER,CO,800271210,USA,2015-12-24 00:00:00,242 RANGELINE RD  ,,,,LONGWOOD,SEMINOLE,FL,327504035,USA
TEAM SIMMONS,1111474,TPS,8102 E INDIANOLA AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852514807,USA,2015-01-21 00:00:00,8261 E OSBORN RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852515817,USA
SAM STEIN,0137419,TPS,26423 N 104TH WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852558011,USA,2008-04-07 00:00:00,,,,,,,,,
STANLEY CONTRACTING INC,1127633,TPS,33726 N MERCEDES DR  ,,,,SAN TAN VALLEY,PINAL,AZ,851423080,USA,2016-06-14 00:00:00,20323 E HAPPY RD  ,,,,QUEEN CREEK,MARICOPA,AZ,851427249,USA
THE HERZOG LAW FIRM PC,1049533,BOP,14350 N 87TH ST STE 180,,STE,180,SCOTTSDALE,MARICOPA,AZ,852602659,USA,2017-12-05 00:00:00,,,,,,,,,
WEIGHT LOSS INSTITUTE OF ARIZO,1056781,TPS,8575 E PRINCESS DR STE 215,,STE,215,SCOTTSDALE,MARICOPA,AZ,852555441,USA,2015-12-04 00:00:00,,,,,,,,,
BANK OF AMERICA NA #8256,0136911,TPS,6501 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852504419,USA,2015-12-16 00:00:00,900 E TRADE ST  ,,,,CHARLOTTE,,NC,282550000,USA
TUSCANY OF CASA GRANDE LLC,1127913,TPS,27200 N 69TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852668869,USA,2016-06-29 00:00:00,PO BOX 25144  ,,,,SCOTTSDALE,MARICOPA,AZ,852550102,USA
